SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,CC_AMT_INST_MIN_REGULARITY_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MAX,CC_AMT_RECIVABLE_MAX,CC_AMT_BALANCE_MIN,CC_AMT_RECIVABLE_MIN,CC_AMT_RECEIVABLE_PRINCIPAL_MIN,CC_MONTHS_BALANCE_MIN,CLOSED_MONTHS_BALANCE_MIN_MIN,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,REGION_RATING_CLIENT_W_CITY,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN
370661,0.363945238612397,0.6383158073187251,0.7535813342885366,-23758.0,0.25,0.3,0.75,5726.813942352484,-50.6,-479.4,189281.32200000001,189281.32200000001,46788.479999999996,44889.201,44903.88,-47.6,-48.6,2.556004051444647,2.0,22000.28801843318
107061,0.7713615919194317,0.5862087623744292,0.34603671141937314,-10091.0,0.0,0.0,1.0,3792.4883758358665,-53.0,-840.0,126350.78400000001,126350.78400000001,15475.886999999999,15501.987,15075.846,-24.6,-53.0,1.0780519480519482,2.0,10897.5
405061,0.4902575124990026,0.3430275294048531,0.5187123319493623,-17070.0,0.0,0.0,1.0,0.0,-78.6,-639.0,0.0,0.0,0.0,0.0,0.0,-6.0,-78.6,0.13999999999999999,2.0,3240.0
141808,0.3964857136542668,0.2956014352928778,0.2850766965937993,-8051.0,0.0,0.5266666666666666,1.0,1896.7469999999998,-20.8,-173.58666666666667,71877.924,71877.924,24619.113,24619.113,24083.019,-11.8,-26.0,0.7400000000000001,2.0,6891.428571428571
235322,0.3312976613395439,0.2491876389366461,0.18845183320637415,-9147.0,0.0,0.6790909090909091,1.0,5753.119724749164,-39.0,-275.30727272727273,247224.708,247224.708,871.0559999999999,0.0,0.0,-15.8,-58.8,2.3555757575757577,3.0,19775.03076923077
276303,0.8277026681625442,0.3411229075988826,0.7773622062805682,-14959.0,0.0,0.0,1.0,1146.4395326086956,-90.6,-2019.0,86863.356,86863.356,0.0,-675.4590000000001,0.0,-61.6,-88.4,1.417047430989817,2.0,5219.139855687606
169308,0.6401636170467147,0.0902140498418447,0.6011664313416267,-17310.0,0.0,0.0,1.0,2307.603798913043,-62.4,-2694.0,84025.45800000001,84025.45800000001,0.0,0.0,0.0,-47.2,-72.2,1.1366652067739027,3.0,4962.857142857143
233649,0.5380150783939219,0.6845389604803915,0.7118496566272481,-19620.0,0.0,1.0,1.0,5140.8937340623215,-42.6,-127.0,253312.713,253312.713,3042.531,3019.617,2910.141,-28.6,-49.2,0.7704967124441492,2.0,13057.311128526646
327306,0.2940831009471255,0.5358033356230666,0.7897884132109617,-20612.0,0.0875,0.4,0.9125,7449.6788291319735,-94.0,-773.1,217096.614,217096.614,20974.833,20361.06,20385.0,-50.8,-94.0,12.990671897607958,2.0,11262.998863205761
339906,0.5996621515011245,0.6685972793963697,0.6146947829534494,-19816.0,0.0,0.0,1.0,1419.8939999999998,-43.0,-789.5,49460.715,49460.715,0.0,0.0,0.0,-5.0,-55.8,2.25,2.0,19687.5
315653,0.6212263380626669,0.5315857578552494,0.6216079444634957,-18181.0,0.0,0.16666666666666666,1.0,0.0,-74.0,-765.3333333333334,0.0,0.0,0.0,0.0,0.0,-9.0,-74.0,16.0,3.0,29600.0
422860,0.5059095201228384,0.6576260735362124,0.7771964769797375,-21740.0,0.0,0.5,1.0,0.0,-77.4,-797.5,0.0,0.0,0.0,0.0,0.0,-3.0,-77.4,0.0,3.0,0.0
147221,0.6399609800624454,0.5759514840520819,0.7557235977830059,-19208.0,0.0,0.41616161616161607,1.0,2510.58,-68.8,-543.3505050505051,179371.35,179371.35,43576.11,43576.11,42525.0,-6.0,-68.8,2.566666666666667,2.0,30000.0
422260,0.3606125659189888,0.5596015263837144,0.3642251149365066,-11672.0,0.3333333333333333,1.0,0.6666666666666666,5571.777857142857,-22.0,-11.5,177308.55,177308.55,0.0,0.0,0.0,-7.0,-49.0,0.0,2.0,0.0
161678,0.0005272652387098,0.6187287269172591,0.5330310554856701,-13653.0,0.5,0.0,0.5,10185.494544475794,-63.6,-992.0,310318.01100000006,310318.01100000006,85541.526,81235.926,81000.0,-38.0,-75.8,15.74628181291855,2.0,29654.977300150833
393981,0.4170996682522097,0.4732614953721929,0.4721094656248127,-16128.0,0.0,0.21052631578947367,1.0,56.0625,-79.0,-768.5263157894736,0.0,0.0,0.0,0.0,0.0,-24.0,-79.0,0.0,2.0,0.0
258930,0.4294236843421945,0.6921570922612467,0.6127159474352762,-18415.0,0.4,1.0,0.6,2568.2178080357144,-72.6,-17.5,97607.03400000001,97451.937,23061.681,21774.69,21805.281,-32.4,-68.4,2.7800000000000002,2.0,6150.0
409029,0.7530673920730478,0.6058033490027839,0.4553750056556913,-13578.0,0.0,0.0,1.0,0.0,-75.2,-1392.75,0.0,0.0,0.0,0.0,0.0,-8.0,-75.2,0.3912820512820513,2.0,5310.0
339950,0.2594676548211199,0.6442866536445991,0.0493220985843892,-9794.0,0.5833333333333334,0.6,0.4166666666666667,1617.96,-32.2,-286.4,48631.05,48631.05,28927.35,27356.85,27154.125,-6.0,-48.0,0.7,3.0,6075.0
440556,0.1873887653772306,0.6142047784494369,0.6456870908698294,-16404.0,0.0,0.4,1.0,2801.03625,-57.0,-458.3,95344.785,95344.785,0.0,0.0,0.0,-9.0,-57.0,2.0000000000000004,2.0,8212.5
224480,0.3556387169923543,0.2048054869032902,0.6993823988642365,-16481.0,0.0,1.0,1.0,2623.435007142857,-20.0,-10.0,104242.43699999999,104242.43699999999,9314.1,9000.0,9000.0,-11.8,-36.4,2.9619754301677323,2.0,10787.341185410334
337784,0.501075160239048,0.6861187558199218,0.6942944480582129,-15935.0,0.0,0.3333333333333333,1.0,5455.680839999999,-57.4,-339.3333333333333,169736.886,169736.886,21669.3,21669.3,21669.3,-11.4,-53.8,1.8117480442957963,2.0,39087.58741258741
314138,0.2151824041847538,0.7346187210115154,0.7050232922945537,-20519.0,0.0,0.42857142857142855,0.6666666666666666,2773.3978537852545,-64.0,-513.7142857142857,97667.81999999999,97667.81999999999,0.0,-718.371,0.0,-46.0,-64.0,0.9314293485652116,1.0,8159.12185636505
132113,0.656158373001177,0.608494712124698,0.6705277714307403,-22374.0,0.2222222222222222,0.3333333333333333,0.7777777777777778,4696.1322257142865,-66.4,-267.6666666666667,193374.81,193374.81,0.0,-95.67,0.0,-45.2,-75.6,0.7129035621699678,2.0,15838.49531146441
448955,0.6801388218428291,0.3712472072497004,0.6414127356291217,-18421.0,0.0,0.5,1.0,0.0,-54.6,-470.6666666666667,0.0,0.0,0.0,0.0,0.0,-27.0,-54.6,0.05333333333333333,2.0,360.0
177860,0.4947526015136843,0.5816024769292064,0.6689739409088424,-16129.0,0.0,0.0,1.0,1638.8014658789484,-78.2,-2084.0,67216.41,67216.41,-18.171,-49.077,-18.171,-63.6,-78.2,0.2135430205426741,2.0,4296.6021631282165
331202,0.2925880073368475,0.3005931851806075,0.5647014268601553,-10492.0,0.25,0.14285714285714285,0.75,2064.6642857142856,-50.4,-575.0,215302.59,215302.59,0.0,0.0,0.0,-23.0,-50.4,0.8735177865612649,2.0,10271.739130434782
381499,0.3154721549257734,0.7231206839967094,0.5280971241176687,-16001.0,0.1,0.5,0.9,0.0,-91.0,-360.25,0.0,0.0,0.0,0.0,0.0,-28.0,-91.0,1.12,2.0,5400.0
226385,0.6690566947824041,0.0302463601323706,0.28969861441040845,-12455.0,0.0,0.0,1.0,1749.44025,-41.8,-878.3333333333334,134972.1,134972.1,0.0,0.0,0.0,-21.0,-44.6,0.27368421052631575,3.0,2475.0
238253,0.6542891324030515,0.6611621979964356,0.5733843754125199,-15361.0,0.0,0.75,1.0,0.0,-43.6,-483.5,0.0,0.0,0.0,0.0,0.0,-16.0,-42.0,1.2180555555555557,2.0,6200.0
334001,0.48722640112554405,0.6211039964170283,0.7608356899661015,-22147.0,0.5,0.5393939393939393,0.5,3352.57338557595,-69.6,-467.86161616161627,115369.254,115369.254,34046.523,33873.165,33124.734000000004,-34.6,-76.6,1.3553141936884001,2.0,6169.965972354333
416686,0.7047064232963289,0.283546459426567,0.6376530089660094,-21686.0,0.0,0.4,1.0,1076.116362920168,-63.2,-822.2,60404.84099999999,60404.84099999999,0.0,-37.592999999999996,0.0,-45.8,-62.4,0.23748476001065577,2.0,2601.1980600750935
115240,0.8347841592331774,0.4946937271343642,0.8080579862733265,-21732.0,0.125,0.0,0.875,0.0,-79.0,-1441.5,0.0,0.0,0.0,0.0,0.0,-6.0,-79.0,2.6333333333333337,2.0,13425.0
267943,0.6696523147837614,0.6049256956716039,0.27776319738264,-14345.0,0.25,0.5,0.75,6358.652807486631,-69.0,-134.5,195997.536,195997.536,992.106,0.0,0.0,-20.4,-66.6,0.4976566330032357,2.0,9066.847195357834
418565,0.3185955240537633,0.5234376764393907,0.4434338418065017,-10704.0,0.14285714285714285,0.42857142857142855,0.8571428571428571,3945.1213807692307,-95.0,-478.2142857142857,170424.69300000003,170424.69300000003,0.0,0.0,0.0,-15.4,-95.0,1.5788273125342092,2.0,11188.268137931034
219636,0.7597121819739279,0.5585665397304242,0.7970488618609789,-24212.0,0.4444444444444444,0.2,0.5555555555555556,5470.682530120483,-68.8,-556.4,204156.63,204156.63,0.0,0.0,0.0,-85.0,-68.8,0.42842799770510614,2.0,4366.071428571428
361254,0.5989262182569273,0.3702574975614686,0.3532005493731547,-12639.0,0.3333333333333333,0.2,0.6,2062.5,-50.8,-541.6,43456.365,43456.365,33608.25,33608.25,32893.965,-12.0,-50.8,0.0,2.0,0.0
379618,0.3360615207658242,0.6664181460330135,0.4713390085028697,-10509.0,0.1111111111111111,0.5,0.7777777777777778,1840.1225000000002,-28.0,-10.0,135711.765,135711.765,0.0,0.0,0.0,-19.0,-27.0,0.7307692307692307,2.0,8307.692307692309
136233,0.5919766183185521,0.3066964238108071,0.7512415487649172,-22768.0,0.0,0.3333333333333333,1.0,0.0,-51.0,-352.3333333333333,0.0,0.0,0.0,0.0,0.0,-33.0,-49.0,0.34202898550724636,2.0,1839.1304347826087
177080,0.4632753280912678,0.5819589600147125,0.7372339023821171,-19021.0,0.19428571428571428,1.0,0.8057142857142857,0.0,-65.6,-36.5,0.0,0.0,0.0,0.0,0.0,-47.0,-65.6,0.28145109882407804,1.0,3164.46373255814
174553,0.6674577419214722,0.701529668023552,0.7529599449553075,-16048.0,0.2,0.5,0.8,14008.269375,-71.6,-230.75,607045.905,607045.905,0.0,0.0,0.0,-9.0,-69.0,3.2857142857142847,1.0,89292.85714285714
422789,0.5497297691873063,0.2580327552995358,0.0974003279381274,-8665.0,0.0,0.6166666666666666,1.0,281.89833333333337,-16.6,-135.1,19479.78,19479.78,0.0,0.0,0.0,-13.8,-36.4,0.6970812807881774,3.0,16125.053852216748
238543,0.7267112092725122,0.3397873166243791,0.8286283403487764,-21318.0,0.0,0.4,1.0,3409.551953764321,-49.0,-341.2,133260.489,133260.489,5804.442,5804.442,5703.362999999999,-33.8,-49.0,0.34581492918741297,2.0,9122.65409009595
139945,0.2238313174701554,0.5536003179643616,0.9081864675357376,-16010.0,0.0,1.0,1.0,4892.99483562753,-32.6,-28.0,238161.096,238161.096,30713.625,30170.925,28034.972999999998,-46.4,-46.4,1.159400313144467,2.0,22172.936367337847
127855,0.2851799046358216,0.6440209922068618,0.5327416478400077,-11537.0,0.4444444444444444,0.25,0.4444444444444444,305.84652631578945,-58.4,-882.125,61884.045,61884.045,0.0,-188.325,0.0,-96.0,-45.4,0.0,1.0,0.0
358501,0.4206109640437848,0.5770299519047462,0.4378917769386922,-12411.0,0.0,0.21428571428571427,1.0,2335.994609558823,-76.4,-824.7857142857143,96306.588,96306.588,29217.78,29109.987,28175.814000000002,-36.4,-76.4,0.5508990899501376,2.0,13651.839385284917
281229,0.3312508645909018,0.6342165531984333,0.6148059757846048,-12652.0,0.0,0.42857142857142855,1.0,2646.9129661184206,-86.0,-845.4285714285714,145348.11000000002,145348.11000000002,0.0,-94.806,0.0,-56.6,-86.0,1.351751012145749,2.0,7526.13613360324
393420,0.6910212267577837,0.7362822747015443,0.8638598351336981,-19232.0,0.0,0.2,1.0,2145.3332657992696,-87.0,-500.0,86553.06300000001,86553.06300000001,0.0,-266.95799999999997,0.0,-47.8,-87.0,1.0156585239313056,2.0,10825.770857814336
101680,0.6817058776720116,0.7041694327025476,0.6139972737471642,-15307.0,0.0,0.2222222222222222,1.0,3640.44774375,-80.2,-920.3333333333334,101653.425,101653.425,19674.989999999998,19597.905,19674.989999999998,-42.6,-80.2,1.243847851010505,2.0,3890.960526315789
243655,0.4725971616686966,0.3657818694593216,0.660529663361519,-15051.0,0.0,0.0,1.0,10289.236937522606,-45.0,-809.0,283475.772,283475.772,123564.15900000001,122533.389,119274.849,-25.4,-45.0,1.3122379524761267,2.0,7237.363636363637
367209,0.4489622731076524,0.7218579734387636,0.5233266041189031,-11617.0,0.125,0.6666666666666666,0.875,0.0,-48.8,-53.333333333333336,0.0,0.0,0.0,0.0,0.0,-36.0,-62.4,0.07999999999999999,2.0,1800.0
109504,0.5656079814115492,0.3865867089184339,0.5533290770884096,-13191.0,0.0,0.4444444444444444,1.0,2885.6612558528423,-84.0,-652.3333333333334,111624.28199999998,111624.28199999998,0.0,0.0,0.0,-33.2,-84.0,1.3064815687845965,2.0,35236.290322580644
175011,0.3656165070113335,0.2525451663394162,0.7015503593055482,-22073.0,0.25,1.0,0.75,2583.3198314238953,-27.0,-10.0,82475.649,82475.649,772.2,0.0,0.0,-32.4,-61.8,2.748575407908384,3.0,15678.423913043478
198949,0.2498850627504553,0.0532074515940632,0.4626746233429082,-10482.0,0.6666666666666666,0.0,0.3333333333333333,3557.6521949183307,-95.0,-1440.4,153060.003,153060.003,9162.702000000001,9433.782000000001,8225.739,-42.8,-95.0,1.6656246190038673,3.0,15386.596652291182
274693,0.4686596550493113,0.6389567254360292,0.7801987687636961,-20941.0,0.08333333333333333,0.23529411764705882,0.9166666666666666,1665.1921278409088,-82.0,-985.7058823529412,72230.57100000001,72230.57100000001,9350.964,8980.83,9000.0,-62.6,-82.0,0.1312284582819769,2.0,3587.9700425978517
330958,0.566954635464923,0.64731287635335,0.5443373689392017,-12367.0,0.0,0.24565217391304345,1.0,331.4244960536113,-54.6,-980.8784782608694,41862.636,41862.636,0.0,-133.93800000000002,0.0,-28.2,-54.6,0.06443037974683544,1.0,1350.0
413928,0.6658549219640212,0.7099847723697479,0.6039631122908747,-15925.0,0.0,0.6666666666666666,1.0,3993.60703125,-45.0,-273.3333333333333,172118.835,172118.835,0.0,-397.035,0.0,-96.0,-45.0,1.1140350877192986,2.0,1335.9375
155913,0.3723336657058204,0.6885812020487512,0.4484992822638194,-11344.0,0.0,0.4,1.0,2581.0183290896157,-46.4,-653.8,100870.965,100870.965,7589.475,6931.098,7589.475,-49.4,-46.4,2.3295076095076093,2.0,7794.445419445418
189488,0.2721336844147212,0.4524365390541741,0.448753948812968,-14633.0,0.0,0.5,0.5,4131.560412162163,-33.8,-77.0,215661.501,215661.501,0.0,0.0,0.0,-34.4,-42.2,0.6956776509688749,3.0,4833.238256055262
301528,0.7295666907060153,0.0747584758519264,0.33067663811652565,-8665.0,0.0,0.0,1.0,3588.455706846528,-40.0,-906.0,144787.40099999998,144787.40099999998,0.0,0.0,0.0,-18.0,-40.0,0.9202857142857143,2.0,7837.815934065935
299204,0.6817058776720116,0.3411229075988826,0.4793455918795554,-14777.0,0.5,0.3333333333333333,0.5,2295.262227272727,-37.4,-190.66666666666666,115440.01199999999,115440.01199999999,0.0,0.0,0.0,-21.4,-36.2,1.7442887547235373,2.0,22293.64412761152
140249,0.8327850252992314,0.6204708101939194,0.6346539802741344,-18991.0,0.0,0.0,1.0,8971.875,-79.4,-1054.5,196164.315,196164.315,0.0,0.0,0.0,-96.0,-61.2,0.30482456140350866,2.0,5451.5625
420409,0.8193176922872417,0.7071851864261129,0.5995444873147241,-21319.0,0.0,0.0,1.0,1213.2927391304347,-85.4,-1333.0,29590.811999999998,29590.811999999998,18804.716999999997,18118.754999999997,17787.996000000003,-27.6,-85.4,0.6004237439020046,2.0,3326.069330199765
447074,0.7557400501752248,0.7253828837702813,0.7028551073868649,-21376.0,0.0,0.0,1.0,4411.30054308575,-29.0,-494.0,241957.61100000003,241957.61100000003,0.0,-957.6270000000001,0.0,-76.2,-29.0,0.8170454524655553,3.0,5511.4355991647035
223451,0.4294236843421945,0.5172649400672837,0.5687297182673072,-14890.0,0.0,0.6,1.0,5055.102000000001,-40.0,-223.8,242219.61,242219.61,0.0,0.0,0.0,-20.0,-40.0,1.4105263157894736,2.0,7942.5
169463,0.6363761710860439,0.5797015786077091,0.5827655516727274,-15167.0,0.0,0.14285714285714285,1.0,0.0,-53.0,-838.4285714285714,0.0,0.0,0.0,0.0,0.0,-6.0,-53.0,0.028571428571428574,2.0,1028.5714285714287
425721,0.4188542886233217,0.156521240382234,0.2754832097563132,-9551.0,0.0,1.0,1.0,3162.6003970588235,-28.6,-16.0,118012.581,118012.581,0.0,0.0,0.0,-25.2,-32.4,9.707065101902831,3.0,22102.389162561572
153153,0.7136313997323308,0.5831873700119162,0.4821113575575584,-11846.0,0.0,0.0,1.0,5414.387066740426,-27.6,-36.0,204993.00000000003,204993.00000000003,-17.406,-17.406,-17.406,-67.8,-32.6,1.1873346866986545,3.0,2790.873990873991
255416,0.6801388218428291,0.6014293330167585,0.25391252358790506,-9243.0,0.5,0.5,0.4,3320.4641999999994,-29.0,-479.5,88789.55399999999,88789.55399999999,49024.59300000001,48755.493,48387.780000000006,-7.2,-29.0,1.6622222222222223,2.0,4219.5
331958,0.49754821012328626,0.5930501895807793,0.4405858575172707,-14830.0,0.0,0.45666666666666667,1.0,459.89532391304346,-76.8,-625.6366666666667,58577.112,58577.112,0.0,-107.397,0.0,-29.6,-68.8,0.27857223854001034,2.0,2065.106873222865
302247,0.6832688314232291,0.5762451984170266,0.5794285659644542,-14585.0,0.0,0.4,1.0,3898.1298387096776,-74.2,-764.4,150189.3,150189.3,0.0,0.0,0.0,-96.0,-74.2,0.5505039193729001,3.0,3822.6315789473683
283488,0.5696023401327277,0.5609430021190459,0.3994764052948345,-12607.0,0.0,0.12121212121212119,1.0,102.65006249999999,-37.0,-954.1651515151514,9399.537,9399.537,0.0,0.0,0.0,-20.2,-43.8,1.0003605623535963,2.0,9987.65231092437
112486,0.5513812618027899,0.6832720434839605,0.5688988237664921,-18191.0,0.0,0.4375,1.0,2388.5704285714287,-63.8,-349.0625,206085.69,206085.69,0.0,0.0,0.0,-37.0,-63.8,0.27539682539682536,2.0,6110.677500000001
117445,0.5757041997228897,0.4112987630808269,0.6360011458817454,-15193.0,0.0,0.0,1.0,5355.159516777783,-79.2,-2430.0,276974.217,276974.217,0.0,-736.659,0.0,-45.0,-77.8,1.4119828421198284,2.0,7749.164566625155
288680,0.3791004853998145,0.7208646215167975,0.669929015975994,-19434.0,0.0,0.2222222222222222,1.0,918.7390982142857,-31.4,-397.3333333333333,40354.578,40354.578,0.0,-328.12199999999996,0.0,-45.0,-31.4,3.410514521598113,1.0,4915.8891806722695
196874,0.2405414172860865,0.6963901477262676,0.5617235677125517,-12104.0,0.14285714285714285,0.25,0.8571428571428571,2525.3981454545456,-68.6,-1083.25,99430.21800000001,99430.21800000001,7763.786999999999,7763.786999999999,7650.2699999999995,-20.2,-68.6,0.45131313131313133,1.0,10838.75
342155,0.0534780873611726,0.5386738372954221,0.7663834645113905,-19250.0,0.4,0.45454545454545453,0.6,2001.2797719101122,-71.4,-438.27272727272725,132094.79100000003,132094.79100000003,0.0,-36.423,0.0,-29.2,-77.4,2.6306242197253433,3.0,15910.5
405462,0.7394117535524816,0.6374318458087861,0.4505553969938458,-15559.0,0.16666666666666666,0.42857142857142855,0.8333333333333334,3261.4295824468086,-89.2,-638.8571428571429,175654.84500000003,175654.84500000003,0.0,-1.3679999999999999,0.0,-55.6,-89.2,0.639891934105754,2.0,5517.061919504644
308327,0.4066174366275036,0.1243733006747774,0.5657001527268408,-16368.0,0.0,0.3684210526315789,1.0,7085.016505968398,-72.4,-587.6315789473684,286642.485,286642.485,47701.115999999995,48110.903999999995,46133.487,-62.2,-89.0,1.400792265085548,2.0,15849.657767547887
308582,0.5316861425197883,0.655579877317764,0.32499046438616686,-10185.0,0.0,0.0,1.0,3943.949510526315,-6.0,-20.0,127722.64500000002,127722.64500000002,5072.976000000001,4215.519,4200.039,-27.4,-6.0,1.6994632939537755,2.0,14697.003759398498
268342,0.6738300778602003,0.5828684011096914,0.652354943414564,-21518.0,0.125,0.25,0.875,3809.3499281650074,-33.8,-563.5,123614.09099999999,123614.09099999999,8948.349,7423.947,8695.521,-43.2,-31.8,0.6148991344285462,3.0,4669.0
333384,0.3944954053123993,0.3517176646619647,0.1186241947441488,-18615.0,0.0,0.26666666666666666,1.0,4260.105239874176,-81.0,-569.2,178521.65999999997,178521.65999999997,29394.243,28859.643,27450.0,-51.8,-76.8,1.662094812706762,2.0,12607.833330233596
279654,0.22009464485041,0.2508688309712892,0.7537387567403522,-22873.0,0.3333333333333333,0.5,0.6666666666666666,2571.024065,-30.0,-99.5,125607.231,125607.231,0.0,-38.205,0.0,-46.2,-30.0,0.6667091796567471,2.0,13753.150684931508
208605,0.5449988749122935,0.7330297965310484,0.8713573969165328,-16974.0,0.0,0.0,1.0,0.0,-46.2,-623.0,0.0,0.0,0.0,0.0,0.0,-12.0,-73.4,0.0,2.0,0.0
298854,0.3689687382528466,0.5866542593537074,0.3116198933605246,-9275.0,0.5,0.5,0.5,4664.261285383114,-27.0,-84.0,136698.19199999998,136698.19199999998,0.0,0.0,0.0,-21.0,-25.8,0.507630662020906,2.0,6279.464285714286
409502,0.5805033970588052,0.2321492624721662,0.708699401124266,-17447.0,0.0,0.0,1.0,665.704825,-71.4,-2495.0,32244.615,32244.615,0.0,-1.3679999999999999,0.0,-35.2,-71.4,2.014648734536375,3.0,6626.8421052631575
